"code","name","lat","long"
"9113","KAB. YAHUKIMO",-4.88695,139.52052
"9114","KAB. TOLIKARA",-3.682251,138.47348
"9115","KAB. WAROPEN",-2.240841,136.37946
"9116","KAB. BOVEN DIGOEL",-6.100404,140.32062
"9117","KAB. MAPPI",-6.5281463,139.31926
"9118","KAB. ASMAT",-5.5409474,138.13683
"9119","KAB. SUPIORI",-0.73068196,135.73264
"9120","KAB. MAMBERAMO RAYA",-2.3708065,138.04987
"9121","KAB. MAMBERAMO TENGAH",-2.4606237,138.45245
"9122","KAB. YALIMO",-3.778734,139.38315
"9123","KAB. LANNY JAYA",-3.9235988,138.44958
"9124","KAB. NDUGA",-4.4069405,138.23935
"9125","KAB. PUNCAK",-3.9716084,137.6418
"9126","KAB. DOGIYAI",-4.004608,136.03777
"9127","KAB. INTAN JAYA",-3.7405288,137.04395
"9128","KAB. DEIYAI",-4.0322495,136.299
"9171","KOTA JAYAPURA",-2.5626261,140.69263
"9201","KAB. SORONG",-0.9884965,131.36626
"9202","KAB. MANOKWARI",-0.89081436,134.04012
"9203","KAB. FAK FAK",-2.9288583,132.29364
"9204","KAB. SORONG SELATAN",-1.4752482,132.08562
"9205","KAB. RAJA AMPAT",-0.41850626,130.8288
"9206","KAB. TELUK BINTUNI",-2.0349717,133.73181
"9207","KAB. TELUK WONDAMA",-2.8276927,134.53572
"9208","KAB. KAIMANA",-3.6396914,133.74007
"9209","KAB. TAMBRAUW",-0.49730122,132.0881
"9210","KAB. MAYBRAT",-1.257254,132.49863
"9211","KAB. MANOKWARI SELATAN",-1.5063952,134.16864
"9212","KAB. PEGUNUNGAN ARFAK",-1.3250473,133.91656
"9271","KOTA SORONG",-0.8811245,131.28764
